BLK00,TAZ_2000,lat,lon
271230403022001,983,45.0637007000,-92.9938980000
271230403022002,984,45.0636660000,-92.9962650000
271230403022003,984,45.0631874000,-92.9983340000
271230403022004,984,45.0623435000,-92.9998480000
271230406044002,997,45.0612820000,-93.0664950000
271230412003003,1033,45.0636799000,-93.2002870000
271630703043000,1145,45.0604762000,-92.9467030000
271230406043004,978,45.0610292000,-93.1003180000
271230406043003,978,45.0635217000,-93.0961880000
271230406043001,978,45.0594314000,-93.0901180000
271230406044003,997,45.0617262000,-93.0701560000
271230406043000,978,45.0632280000,-93.0880800000
271230406044004,997,45.0612386000,-93.0813170000
270530215011006,727,45.0629664000,-93.3795640000
270530265083015,684,45.0625457000,-93.4322420000
270530265081002,684,45.0625436000,-93.4302780000
270530265083016,684,45.0632126000,-93.4340960000
271230403023000,985,45.0642160000,-93.0077670000
271230411061001,1033,45.0636605000,-93.2125700000
271230407032012,1013,45.0628288000,-93.1446350000
271230407032013,1013,45.0610823000,-93.1375130000
270530215012008,728,45.0634577000,-93.3932250000
271230411061000,1033,45.0629900000,-93.2074720000
271230408034003,1006,45.0629325000,-93.1707370000
271230412003008,1033,45.0632805000,-93.2040120000
270530203042018,731,45.0628974000,-93.3250900000
270530203042017,731,45.0629443000,-93.3239780000
270530203042016,731,45.0629225000,-93.3227980000
270530203042015,731,45.0628994000,-93.3216010000
270030512032010,120,45.0632166000,-93.2393250000
270530203042014,731,45.0628830000,-93.3203740000
270030512032009,120,45.0629576000,-93.2378860000
270530203041012,731,45.0629381000,-93.3192080000
270530203041010,735,45.0629048000,-93.3179970000
270030512032013,120,45.0631761000,-93.2331790000
270530202003024,734,45.0620640000,-93.3059010000
270530208011003,726,45.0633412000,-93.3668220000
270530266032002,675,45.0623474000,-93.4521740000
271630705011015,1139,45.0625255000,-92.8398940000
270530207001015,725,45.0633666000,-93.3615040000
270530206002001,733,45.0629649000,-93.2918940000
270530206002000,733,45.0630148000,-93.2905760000
270530266032012,674,45.0589944000,-93.5057740000
271230408034002,1006,45.0626725000,-93.1739060000
271630704032011,1142,45.0609979000,-92.8797150000
271230407032026,1012,45.0634398000,-93.1197230000
271630704042011,1139,45.0635134000,-92.8442420000
271630704042012,1139,45.0635402000,-92.8443750000
271230411061004,1033,45.0623755000,-93.2140380000
271230406044012,992,45.0612186000,-93.0564260000
270530206001026,733,45.0628835000,-93.2976400000
270530206002004,733,45.0628904000,-93.2957330000
270530206002003,733,45.0629036000,-93.2944520000
270530206002002,733,45.0628897000,-93.2932210000
270530204003005,730,45.0618474000,-93.3267290000
271630705025006,1140,45.0634160000,-92.8133570000
271630705025005,1140,45.0634160000,-92.8144580000
271630705025004,1140,45.0634160000,-92.8158580000
271630705026002,1140,45.0634227000,-92.8172830000
271230411061012,1034,45.0607601000,-93.2238940000
271230412001005,1031,45.0636849000,-93.1936880000
270530204003004,730,45.0619552000,-93.3289540000
270030512032014,120,45.0629233000,-93.2303390000
270530215011005,727,45.0628894000,-93.3816110000
270530215012013,728,45.0626462000,-93.3984430000
270530215012009,728,45.0625223000,-93.3929690000
270530215013001,727,45.0594885000,-93.3849150000
271230406043007,978,45.0634397000,-93.1044360000
271630703045008,1145,45.0634570000,-92.9595360000
270530271011044,639,45.0584267000,-93.5948600000
271630703041026,1145,45.0606232000,-92.9612790000
271630703031004,1146,45.0621523000,-92.9824960000
271230403023010,985,45.0627018000,-93.0074860000
271230403022005,984,45.0622826000,-93.0038310000
271630703031003,1146,45.0630064000,-92.9779220000
270530207001017,725,45.0624140000,-93.3634280000
270530207001016,725,45.0624323000,-93.3617330000
270030512032012,120,45.0625363000,-93.2351990000
271230406044006,997,45.0602926000,-93.0725690000
270530208011006,726,45.0623119000,-93.3684510000
270530208011005,726,45.0623582000,-93.3672540000
270530208011004,726,45.0623640000,-93.3659790000
270030512061024,118,45.0616622000,-93.2674780000
270530271011048,640,45.0600755000,-93.5808980000
270530215011010,726,45.0622324000,-93.3703930000
270530208011007,726,45.0623045000,-93.3694690000
271230408012007,1007,45.0622242000,-93.1571310000
271230403023003,986,45.0628838000,-93.0195020000
271630705021018,1141,45.0621373000,-92.8064210000
271230406043008,978,45.0625454000,-93.1047180000
270530215013000,727,45.0620356000,-93.3816470000
271630703045010,1145,45.0618341000,-92.9564380000
271230411061003,1034,45.0617953000,-93.2190380000
271630703045009,1145,45.0627049000,-92.9594300000
270530204003007,730,45.0612473000,-93.3340810000
271230412003009,1033,45.0618229000,-93.2036310000
271630705025007,1140,45.0624081000,-92.8133320000
271630705025008,1140,45.0624160000,-92.8144580000
271630705025009,1140,45.0623905000,-92.8158710000
271630705026003,1140,45.0623628000,-92.8173030000
270030512032015,120,45.0620734000,-93.2319090000
270030513041005,119,45.0618149000,-93.2622260000
271230403023008,985,45.0618531000,-93.0129720000
270030513041006,119,45.0617897000,-93.2610690000
270030513041007,119,45.0617649000,-93.2597760000
270030513041008,119,45.0617707000,-93.2585500000
271230412003007,1033,45.0618457000,-93.2012440000
271230412003006,1033,45.0617956000,-93.2001020000
271230412003005,1033,45.0618784000,-93.1988240000
271230412001008,1031,45.0621711000,-93.1974180000
271230412001009,1031,45.0610362000,-93.1965840000
271230412001010,1031,45.0613798000,-93.1947920000
271230412001011,1031,45.0618515000,-93.1936540000
271230412001013,1031,45.0618402000,-93.1911170000
271230412001014,1031,45.0618402000,-93.1898790000
271230412001018,1031,45.0618402000,-93.1886170000
270530265082004,682,45.0608334000,-93.4385390000
271230408012006,1001,45.0618026000,-93.1546920000
271230412001012,1031,45.0618150000,-93.1923730000
271630705026004,1140,45.0622686000,-92.8192830000
270030512061023,118,45.0611927000,-93.2664190000
270530265081008,684,45.0599691000,-93.4105400000
270030512032017,120,45.0620698000,-93.2448860000
271230406044011,997,45.0566180000,-93.0647810000
271230407041000,1012,45.0569722000,-93.1179620000
270530208012004,727,45.0613218000,-93.3798940000
270530266032004,675,45.0536020000,-93.4637290000
271230403023007,986,45.0618334000,-93.0180320000
270530215012012,728,45.0605802000,-93.3972680000
270530215012011,728,45.0601648000,-93.3954800000
270530215012010,728,45.0602015000,-93.3937240000
270530215012014,728,45.0599454000,-93.3925900000
270530215012015,728,45.0598793000,-93.3914160000
270530208012001,727,45.0611896000,-93.3743940000
270530208011008,726,45.0610005000,-93.3707110000
271230403023009,985,45.0609962000,-93.0081790000
271230403022011,984,45.0620160000,-92.9962660000
270030512062014,113,45.0618150000,-93.2841260000
270530205003000,733,45.0596300000,-93.3056430000
270530215011011,726,45.0614097000,-93.3705520000
270530205002012,733,45.0610271000,-93.3034150000
270530205002011,733,45.0611021000,-93.3021620000
271630705011026,1139,45.0607845000,-92.8507510000
270530206002018,733,45.0611149000,-93.3010260000
270530208011009,726,45.0609895000,-93.3685230000
270530208011010,726,45.0609854000,-93.3672790000
270530206002017,733,45.0610649000,-93.2997630000
270530206002016,733,45.0610842000,-93.2977730000
270530208011011,726,45.0609389000,-93.3659790000
270530208011012,726,45.0608276000,-93.3647830000
270530208011013,726,45.0582263000,-93.3620010000
270530206002005,733,45.0610895000,-93.2958210000
270530206002006,733,45.0611032000,-93.2945020000
270530206002007,733,45.0610902000,-93.2932320000
270530207001018,726,45.0599934000,-93.3619420000
270530206002008,733,45.0611661000,-93.2919820000
270530206002009,733,45.0611667000,-93.2906720000
270530206002010,733,45.0611769000,-93.2894000000
270530206001017,733,45.0611359000,-93.2880000000
270530265082003,682,45.0603663000,-93.4340450000
271630703045011,1145,45.0614105000,-92.9587970000
271630703045012,1145,45.0616726000,-92.9596470000
271230403022010,983,45.0607342000,-92.9941790000
271230403022012,983,45.0605315000,-92.9926820000
270530204003010,730,45.0613679000,-93.3358720000
270530203042019,731,45.0609715000,-93.3227490000
270030512032011,120,45.0619365000,-93.2361990000
270030512032016,120,45.0618964000,-93.2348930000
270530215013002,727,45.0610398000,-93.3816150000
271230403021002,983,45.0618167000,-92.9902650000
270530207002001,725,45.0608271000,-93.3443080000
270530271011049,640,45.0594886000,-93.5760170000
271230403023006,986,45.0616645000,-93.0229930000
271630705025012,1140,45.0615334000,-92.8132910000
271630705025011,1140,45.0614713000,-92.8144640000
271630705025010,1140,45.0614414000,-92.8158440000
270530265082005,682,45.0603419000,-93.4361490000
270030513023005,120,45.0607952000,-93.2445630000
270530265082002,682,45.0599281000,-93.4328450000
270530208012002,727,45.0607914000,-93.3764310000
270030512061022,118,45.0604449000,-93.2652410000
270030513023004,120,45.0615549000,-93.2385860000
271230411061005,1033,45.0613799000,-93.2085310000
270030513023003,120,45.0600021000,-93.2368160000
270030513023002,120,45.0611660000,-93.2348490000
270030513023001,120,45.0614476000,-93.2321850000
270530265083004,682,45.0597527000,-93.4446770000
270530215013004,727,45.0587709000,-93.3892920000
270030513023000,120,45.0616346000,-93.2279670000
271630705026006,1140,45.0614160000,-92.8173080000
270530270021026,638,45.0542554000,-93.7412870000
271630705026005,1140,45.0614160000,-92.8192580000
271230408034005,1006,45.0613618000,-93.1744480000
271230406043002,978,45.0609990000,-93.0874760000
271230408034004,1006,45.0611604000,-93.1724330000
270530208012003,727,45.0598230000,-93.3787600000
270530207002000,725,45.0607220000,-93.3430520000
271630705011017,1139,45.0599533000,-92.8447290000
271630705021021,1141,45.0601816000,-92.8053210000
271230408031001,1007,45.0601428000,-93.1571310000
271230403021001,983,45.0607237000,-92.9881430000
270530204003006,730,45.0607498000,-93.3279520000
271230406043999,978,45.0509466000,-93.0902500000
270530271011007,640,45.0581164000,-93.5436840000
270530265083009,682,45.0533883000,-93.4493520000
270030513023013,120,45.0608493000,-93.2307630000
270530265083005,682,45.0570414000,-93.4433020000
270030513021000,120,45.0610373000,-93.2284490000
271630705021020,1141,45.0598332000,-92.8065220000
270530266032005,675,45.0582960000,-93.4543560000
270030513051003,119,45.0611150000,-93.2572750000
271230403021004,983,45.0606002000,-92.9906270000
271230403021003,983,45.0612993000,-92.9908150000
270030513023010,120,45.0596824000,-93.2398880000
271230408031000,1001,45.0591156000,-93.1523760000
271230403022006,984,45.0606603000,-93.0030720000
271230405031029,992,45.0597522000,-93.0512940000
270530266032015,674,45.0542154000,-93.5144980000
270530215013005,727,45.0597811000,-93.3888870000
271630705025014,1140,45.0607197000,-92.8117360000
270030513023009,120,45.0602147000,-93.2410660000
270530265082001,682,45.0582250000,-93.4288120000
271230407032015,1013,45.0611316000,-93.1467210000
270030512062014,113,45.0606983000,-93.2844920000
271630705025013,1140,45.0605861000,-92.8131910000
270030513023008,120,45.0603106000,-93.2422540000
271230403023018,986,45.0595511000,-93.0231850000
271230403023017,986,45.0601259000,-93.0195920000
271230403023016,986,45.0600213000,-93.0169960000
270030513041012,119,45.0599999000,-93.2622000000
270030513041011,119,45.0600022000,-93.2610560000
270030513023012,120,45.0584414000,-93.2332530000
270530265081001,684,45.0592007000,-93.4273150000
271630703031005,1146,45.0605178000,-92.9803010000
271630703031006,1146,45.0585599000,-92.9791140000
271230403023015,985,45.0597428000,-93.0145690000
270030513041010,119,45.0599649000,-93.2597760000
271230407041004,1013,45.0602032000,-93.1463000000
270030513041009,119,45.0599648000,-93.2585250000
271230411061006,1033,45.0591177000,-93.2110060000
270030513051004,119,45.0599651000,-93.2572250000
270030513051005,119,45.0599649000,-93.2558750000
271230412002007,1033,45.0582435000,-93.2070290000
271230412002006,1033,45.0587125000,-93.2049770000
270030513051006,119,45.0599505000,-93.2545060000
271230412003018,1033,45.0600663000,-93.2036620000
271230412003010,1033,45.0600769000,-93.2024490000
271230407032014,1013,45.0606650000,-93.1329710000
271230412003011,1033,45.0600649000,-93.2011740000
271230412003012,1033,45.0600649000,-93.1999230000
271230412003013,1033,45.0600649000,-93.1986730000
271230407041001,1012,45.0605890000,-93.1279800000
270030513051009,119,45.0599282000,-93.2482890000
271230412001023,1031,45.0606528000,-93.1937500000
271230412001022,1031,45.0600538000,-93.1923470000
270030513023007,120,45.0602978000,-93.2435980000
271230412001021,1031,45.0600649000,-93.1910720000
271230412001020,1031,45.0600769000,-93.1898480000
271230412001019,1031,45.0600649000,-93.1886230000
271630705025020,1140,45.0604508000,-92.8152280000
270530207001002,725,45.0602306000,-93.3556610000
271630705026007,1140,45.0604660000,-92.8173080000
271630705026008,1140,45.0604660000,-92.8192570000
271630705011051,1139,45.0605876000,-92.8216730000
271230408034007,1006,45.0602262000,-93.1777500000
270530270021025,638,45.0571283000,-93.7451050000
271230411061010,1034,45.0591594000,-93.2188920000
271230411061009,1033,45.0590652000,-93.2169790000
271230411061008,1033,45.0589816000,-93.2143790000
271630703031007,1146,45.0587899000,-92.9746510000
271230403023013,985,45.0606639000,-93.0115780000
271230411061007,1033,45.0600055000,-93.2109940000
270030513051007,119,45.0599052000,-93.2530500000
270030513051008,119,45.0603147000,-93.2507240000
271630705025016,1140,45.0602762000,-92.8100350000
271230408034006,1006,45.0603915000,-93.1746310000
270530208012006,727,45.0594776000,-93.3767180000
271230406044005,997,45.0587719000,-93.0777650000
271230411061011,1034,45.0589540000,-93.2202960000
271230412001024,1031,45.0588007000,-93.1940620000
270530203042020,731,45.0598067000,-93.3214120000
270530265082006,682,45.0530246000,-93.4386990000
270030513021001,120,45.0601504000,-93.2285000000
270530204002000,722,45.0583558000,-93.3255020000
270530204001001,732,45.0583197000,-93.3232380000
270530203041013,735,45.0594936000,-93.3192270000
270530208012005,727,45.0588599000,-93.3793100000
270530208012008,727,45.0591892000,-93.3736730000
270530208012009,727,45.0591495000,-93.3724580000
271630703045013,1145,45.0602204000,-92.9592880000
270530208011016,726,45.0596937000,-93.3693170000
270530206002012,733,45.0593157000,-93.2925200000
270530206002011,733,45.0594103000,-93.2900620000
270030513023006,120,45.0600205000,-93.2468000000
270530204002001,722,45.0595004000,-93.3274070000
270030512062014,113,45.0600650000,-93.2845420000
270030513023011,120,45.0581254000,-93.2386930000
270530266032014,674,45.0533649000,-93.5076190000
270530208012007,727,45.0591261000,-93.3749540000
271630703045014,1145,45.0601306000,-92.9575720000
271630703045015,1145,45.0600875000,-92.9558060000
270530208012000,727,45.0591435000,-93.3711400000
270530205002010,733,45.0593303000,-93.3021940000
270530206002019,733,45.0593515000,-93.3010020000
270530208011015,726,45.0596140000,-93.3666290000
270530208011014,726,45.0595614000,-93.3643290000
270530204002003,722,45.0560159000,-93.3278010000
270530204002002,722,45.0595485000,-93.3286360000
271630705025015,1140,45.0599354000,-92.8114190000
270530207002002,725,45.0590765000,-93.3443470000
270530207002003,725,45.0591387000,-93.3430830000
270530207002004,725,45.0591392000,-93.3417840000
270530205002013,733,45.0592908000,-93.3035330000
270530204004003,722,45.0591383000,-93.3384940000
270530204004002,722,45.0515714000,-93.3340820000
270530206002020,733,45.0592851000,-93.2997760000
270530204004001,722,45.0584224000,-93.3336340000
270530206002021,733,45.0592432000,-93.2984260000
270530206002015,733,45.0593263000,-93.2971520000
270530206002014,733,45.0593150000,-93.2958770000
270530206002013,733,45.0593254000,-93.2945510000
271630703031008,1146,45.0589422000,-92.9730300000
270530207001028,723,45.0589561000,-93.3398800000
271230403023012,985,45.0599126000,-93.0120770000
270530203041014,735,45.0593952000,-93.3158410000
271230403022007,984,45.0589569000,-92.9999440000
271630705025021,1140,45.0596616000,-92.8127780000
271230403022023,984,45.0593725000,-93.0041930000
271230403022008,984,45.0587701000,-92.9971910000
270530271011020,639,45.0566991000,-93.6380230000
271230407041003,1011,45.0543063000,-93.1411000000
270530271011021,639,45.0572089000,-93.6339350000
270030513023014,120,45.0587999000,-93.2355850000
270530271011046,640,45.0576839000,-93.5854380000
270530271011022,639,45.0571256000,-93.6307510000
271230403021005,983,45.0595341000,-92.9879640000
271230403023011,985,45.0597118000,-93.0077160000
270030513051010,119,45.0594642000,-93.2507250000
271230412001025,1031,45.0586356000,-93.1965840000
271630705025017,1140,45.0593814000,-92.8096370000
271630705025019,1140,45.0586697000,-92.8140110000
271630705026009,1140,45.0590699000,-92.8185330000
271630705011034,1139,45.0593576000,-92.8242360000
270530271011039,639,45.0556510000,-93.6194230000
271230408034008,1006,45.0595166000,-93.1745210000
270530270021005,638,45.0565652000,-93.6529640000
270030513023017,120,45.0592619000,-93.2432930000
270030513021002,120,45.0589422000,-93.2287930000
271630705011049,1139,45.0595887000,-92.8282440000
270030512062017,118,45.0587933000,-93.2669040000
271230403021006,983,45.0592928000,-92.9854610000
271630705025018,1140,45.0590660000,-92.8110070000
270530265082999,682,45.0547851000,-93.4334390000
270030512062018,118,45.0583969000,-93.2648450000
270530208011017,726,45.0587661000,-93.3689070000
271230407032999,1013,45.0577933000,-93.1338120000
270530270021992,638,45.0548989000,-93.7601260000
270530215013003,727,45.0586045000,-93.3866500000
271230406043997,978,45.0522665000,-93.1015360000
271630703045017,1145,45.0584223000,-92.9578250000
270530271011045,641,45.0570762000,-93.5868950000
271630703045018,1145,45.0591966000,-92.9593520000
270530271011047,640,45.0570375000,-93.5806680000
271230403022024,984,45.0588736000,-93.0029550000
270530208011018,726,45.0586948000,-93.3666060000
270530208011019,726,45.0586454000,-93.3641230000
270530271011050,640,45.0563999000,-93.5758590000
270530271011051,640,45.0553425000,-93.5684150000
271230403021007,983,45.0583699000,-92.9853260000
271230411061013,1034,45.0583636000,-93.2260760000
270530270021010,638,45.0570952000,-93.6756240000
271230411061014,1034,45.0583322000,-93.2240970000
271630703045016,1145,45.0587614000,-92.9558600000
271230403023014,985,45.0589914000,-93.0121470000
270530204004999,722,45.0527871000,-93.3364950000
270030512062014,113,45.0579915000,-93.2842120000
270530204001000,732,45.0561980000,-93.3186900000
271230403023026,985,45.0588432000,-93.0078590000
271230403021010,983,45.0590598000,-92.9893990000
271230403022009,984,45.0584109000,-92.9955980000
270530204004000,722,45.0585449000,-93.3316940000
271230412003017,1033,45.0583039000,-93.2036530000
270530271011023,639,45.0575496000,-93.6303240000
270530270021027,638,45.0556671000,-93.7453820000
270530202003025,732,45.0578745000,-93.3124880000
270030513041013,119,45.0581519000,-93.2622010000
270030513041014,119,45.0581649000,-93.2610260000
270530208012011,727,45.0563996000,-93.3698210000
270030513041015,119,45.0581648000,-93.2597750000
270030513041016,119,45.0581651000,-93.2585250000
270030513051017,119,45.0581649000,-93.2572250000
270030513051016,119,45.0581649000,-93.2558750000
270030513051015,119,45.0581649000,-93.2545250000
270030513051014,119,45.0581650000,-93.2530750000
271230412003016,1033,45.0582419000,-93.2024240000
270030513051011,119,45.0586130000,-93.2507240000
271230412003015,1033,45.0583009000,-93.2011550000
271230412003014,1033,45.0582785000,-93.1998920000
271230412002000,1033,45.0583010000,-93.1986540000
270030513051012,119,45.0581740000,-93.2482990000
270030513023018,120,45.0580279000,-93.2464760000
271230412001031,1031,45.0582956000,-93.1922510000
271230412001030,1031,45.0582595000,-93.1910260000
271230412001029,1031,45.0582622000,-93.1898260000
270030513023016,120,45.0583325000,-93.2433400000
271630705011033,1139,45.0585716000,-92.8249710000
271230403022013,983,45.0588763000,-92.9933500000
271630705011035,1139,45.0586168000,-92.8223750000
271630705025027,1140,45.0584160000,-92.8092060000
271230406043010,978,45.0490358000,-93.0993200000
270530205003001,733,45.0568588000,-93.3113230000
271230403023022,986,45.0582376000,-93.0161030000
271230403021009,983,45.0586933000,-92.9892820000
270530265082000,682,45.0579334000,-93.4235400000
270530265081005,685,45.0558490000,-93.4172000000
271630705021022,1141,45.0581023000,-92.8043400000
270530265081007,685,45.0536544000,-93.4110870000
270530265081009,685,45.0546096000,-93.4039420000
271230403023020,986,45.0582679000,-93.0192700000
270530207001009,725,45.0578032000,-93.3596220000
271230407042000,1012,45.0534438000,-93.1079930000
270530215013006,727,45.0565778000,-93.3796940000
270530208012017,727,45.0564660000,-93.3780570000
270530208012010,727,45.0564355000,-93.3716850000
270530205002009,733,45.0576007000,-93.3022950000
270530205002008,733,45.0575513000,-93.3010530000
271630705021023,1141,45.0578405000,-92.8048400000
270530215023003,716,45.0557840000,-93.3938900000
270530204002004,722,45.0572789000,-93.3258200000
271630705025026,1140,45.0571628000,-92.8101960000
270530271011032,639,45.0536467000,-93.6431900000
270530215021008,727,45.0561707000,-93.3757960000
270530208012015,727,45.0570187000,-93.3752070000
270530208012014,727,45.0566729000,-93.3736710000
270530205003003,733,45.0577182000,-93.3063200000
270530205002014,733,45.0575538000,-93.3036520000
270530208012012,727,45.0566475000,-93.3687910000
270530208011021,726,45.0577022000,-93.3671430000
270530205002007,733,45.0566152000,-93.2998380000
270530205002006,733,45.0565895000,-93.2984730000
270530205002005,733,45.0566153000,-93.2971890000
270530205002004,733,45.0575149000,-93.2959270000
270530215023004,716,45.0555015000,-93.3989300000
270530205002001,733,45.0566388000,-93.2946630000
270530205002000,733,45.0575270000,-93.2933460000
270530205001005,733,45.0575539000,-93.2919090000
270530208011020,726,45.0577812000,-93.3637930000
270530205001004,733,45.0575473000,-93.2906510000
270530205001003,733,45.0575649000,-93.2895760000
270530207001010,726,45.0576234000,-93.3604040000
271630705025031,1141,45.0577194000,-92.8054190000
270530205001002,733,45.0575234000,-93.2879670000
270530207001008,725,45.0567338000,-93.3583930000
270530205001001,733,45.0574754000,-93.2866150000
270530205001000,733,45.0550195000,-93.2850450000
270530207001007,725,45.0572903000,-93.3570770000
270530205001999,733,45.0549016000,-93.2842410000
270530215021009,727,45.0560515000,-93.3767370000
270530207001004,725,45.0573029000,-93.3545980000
270530208012016,727,45.0568567000,-93.3771010000
270530207002006,725,45.0572892000,-93.3430720000
270530207002005,725,45.0573768000,-93.3415580000
270530207002011,723,45.0572031000,-93.3402420000
270530207003000,723,45.0540576000,-93.3402100000
271230403022014,983,45.0580235000,-92.9931650000
271230403021008,983,45.0579569000,-92.9888720000
271630705025030,1141,45.0575819000,-92.8061480000
270530207001003,725,45.0572150000,-93.3558330000
270530207002007,725,45.0572639000,-93.3443780000
271630703045019,1145,45.0581849000,-92.9593860000
271230403023021,986,45.0581052000,-93.0175400000
270530204004006,722,45.0576859000,-93.3314780000
271630705011024,1138,45.0562736000,-92.8519830000
270030513021003,120,45.0578914000,-93.2300200000
271630705011018,1138,45.0571666000,-92.8421200000
271630703041033,1146,45.0561712000,-92.9687950000
271630705011020,1139,45.0578028000,-92.8358110000
271630705025029,1140,45.0576395000,-92.8073690000
271630704031010,1143,45.0469680000,-92.9332630000
271630704031008,1143,45.0484033000,-92.9189760000
271230403023019,986,45.0580160000,-93.0215170000
271230403023023,985,45.0579905000,-93.0146270000
271230403023024,985,45.0579662000,-93.0120820000
271230403023025,985,45.0579114000,-93.0078470000
270030513051013,119,45.0577137000,-93.2507250000
270530215023002,717,45.0560889000,-93.3895720000
271230406043009,978,45.0562343000,-93.1041180000
270030513021004,120,45.0570298000,-93.2277140000
270530265082009,682,45.0534119000,-93.4258000000
270030512062016,118,45.0576382000,-93.2669300000
271630703043003,1145,45.0578995000,-92.9541310000
270030513023015,120,45.0572965000,-93.2427040000
271630705025022,1140,45.0577103000,-92.8154770000
271630705026010,1140,45.0577060000,-92.8172770000
271630705026011,1140,45.0576905000,-92.8186180000
271630705026012,1140,45.0576660000,-92.8198080000
271630705011037,1139,45.0576732000,-92.8209830000
271630705011036,1139,45.0566675000,-92.8231600000
271630705011032,1139,45.0566218000,-92.8260350000
271630704031007,1143,45.0568762000,-92.9163020000
271630704031005,1143,45.0520380000,-92.9080550000
271230403022022,984,45.0577921000,-93.0030840000
270530271011027,639,45.0554872000,-93.6353380000
271630705025028,1140,45.0569856000,-92.8086080000
270530271011024,639,45.0562111000,-93.6315620000
271630704031001,1143,45.0474324000,-92.8937070000
271630705011019,1138,45.0567372000,-92.8363760000
270530271011053,641,45.0537492000,-93.5860340000
270530271011043,639,45.0538525000,-93.5932240000
271630703031009,1146,45.0566237000,-92.9709100000
271630705011028,1138,45.0558465000,-92.8610160000
271630704031000,1143,45.0470884000,-92.8733480000
270530271011006,640,45.0509671000,-93.5444780000
270530271011052,641,45.0475879000,-93.5739320000
271230408033001,1008,45.0551493000,-93.1727670000
271230408031002,1001,45.0575694000,-93.1508600000
270530205003002,733,45.0563449000,-93.3104730000
271230405031030,992,45.0573248000,-93.0562480000
271630703045022,1145,45.0576636000,-92.9560080000
270530208011022,726,45.0568714000,-93.3635560000
270530265081006,685,45.0567640000,-93.4140690000
270530205003004,733,45.0564072000,-93.3070960000
270530215023001,717,45.0558147000,-93.3873310000
270030513021005,120,45.0570882000,-93.2299190000
271230406044007,997,45.0559557000,-93.0728540000
270530205003005,733,45.0561117000,-93.3091720000
271230406044015,992,45.0531326000,-93.0548920000
271630703041029,1145,45.0573171000,-92.9599270000
271630703041028,1145,45.0570781000,-92.9606700000
271630703041027,1145,45.0570657000,-92.9613270000
271630703041032,1146,45.0555491000,-92.9642920000
270530208011023,726,45.0556582000,-93.3648300000
270530204004005,722,45.0567895000,-93.3315060000
271630703032004,1146,45.0570886000,-92.9825150000
270530271011026,639,45.0549948000,-93.6328200000
270530271011025,639,45.0555683000,-93.6315380000
271630703041030,1148,45.0559498000,-92.9613190000
271230404013008,986,45.0542280000,-93.0309950000
271230404013004,986,45.0540105000,-93.0253090000
271230412002003,1033,45.0567309000,-93.2011400000
271230412002002,1033,45.0567316000,-93.1998560000
271230412002001,1033,45.0567258000,-93.1985840000
271230412001026,1031,45.0540547000,-93.1967150000
270530207001019,725,45.0556337000,-93.3588850000
271630705025025,1140,45.0561833000,-92.8125660000
271630703031011,1146,45.0559391000,-92.9748760000
271230404013007,986,45.0534331000,-93.0294240000
270030512062015,118,45.0563649000,-93.2675760000
270030512062020,118,45.0563649000,-93.2662760000
270030512062019,118,45.0563753000,-93.2649000000
271630703041031,1145,45.0568183000,-92.9592680000
270030512062023,118,45.0539027000,-93.2636480000
271230411061020,1033,45.0568795000,-93.2150320000
271230404013003,986,45.0539691000,-93.0216120000
270030513042005,122,45.0537354000,-93.2630170000
271230404013002,986,45.0546654000,-93.0191660000
270030513042004,122,45.0563780000,-93.2622500000
271230404013001,986,45.0544034000,-93.0165200000
271230403021011,983,45.0568425000,-92.9880900000
271230412001027,1031,45.0543394000,-93.1939890000
271230404013000,985,45.0570352000,-93.0143580000
270030513041019,122,45.0563528000,-93.2610510000
270030513041018,122,45.0563651000,-93.2597750000
271230411061021,1033,45.0567234000,-93.2106270000
270030513041017,122,45.0563649000,-93.2585250000
270030513051018,122,45.0563649000,-93.2572250000
271230412002008,1033,45.0530165000,-93.2052430000
270030513051019,122,45.0551726000,-93.2563080000
270030513051020,122,45.0563397000,-93.2545180000
271230412001028,1031,45.0549930000,-93.1903770000
271230412002005,1033,45.0551830000,-93.2025020000
270030513051021,122,45.0563624000,-93.2531300000
271230412002004,1033,45.0566902000,-93.2024820000
270030513053000,122,45.0552327000,-93.2499530000
270530271011042,639,45.0547286000,-93.6006300000
270030513022007,124,45.0552483000,-93.2451040000
271230408033005,1008,45.0563442000,-93.1874180000
271230408033004,1008,45.0542988000,-93.1850500000
271630703043005,1145,45.0572334000,-92.9528720000
271230411061015,1034,45.0542486000,-93.2232120000
271630703045021,1148,45.0571774000,-92.9558480000
271630703043004,1145,45.0572214000,-92.9541490000
271230408031004,1001,45.0553609000,-93.1535460000
271230404012005,985,45.0569483000,-93.0118630000
271230404012004,985,45.0556710000,-93.0098020000
271230404012003,985,45.0557609000,-93.0085950000
271230403022015,983,45.0564979000,-92.9932180000
271230404012002,985,45.0557646000,-93.0073440000
271230404012001,985,45.0557872000,-93.0061390000
271230404011000,984,45.0549763000,-92.9975170000
271230408031003,1001,45.0554582000,-93.1487390000
270530215023000,717,45.0556313000,-93.3856240000
271630705025024,1140,45.0564951000,-92.8149570000
271630705025023,1140,45.0565246000,-92.8161710000
271630705011027,1138,45.0571307000,-92.8597790000
271630705026015,1140,45.0568962000,-92.8173700000
271230408033002,1008,45.0535443000,-93.1786320000
271630705026014,1140,45.0564929000,-92.8185750000
271230404012000,984,45.0557008000,-93.0046360000
